"nuts2_codice","anno","popolazione","tasso_fertilita","aspettativa_vita"
"ITC1","2013",4374052,1.41,80.1
"ITC2","2013",127844,1.44,80
"ITC3","2013",1565127,1.34,79.8
"ITC4","2013",9794525,1.48,80.9
"ITF1","2013",1312507,1.3,80.4
"ITF2","2013",313341,1.17,80.1
"ITF3","2013",5769750,1.35,78.4
"ITF4","2013",4050803,1.28,80.6
"ITF5","2013",576194,1.12,79.9
"ITF6","2013",1958238,1.28,79.9
"ITG1","2013",4999932,1.36,79.5
"ITG2","2013",1640379,1.11,79.8
"ITH1","2013",509626,1.65,81.4
"ITH2","2013",530308,1.6,81.1
"ITH3","2013",4881756,1.42,80.7
"ITH4","2013",1221860,1.37,80
"ITH5","2013",4377487,1.45,81.1
"ITI1","2013",3692828,1.35,81
"ITI2","2013",886239,1.37,80.6
"ITI3","2013",1545155,1.34,81
"ITI4","2013",5557276,1.42,80.2
"LI00","2013",36838,1.45,80.7
"LT01","2013",806308,1.42,68.6
"LT02","2013",2165597,1.67,68.5
"LU00","2013",537039,1.55,79.8
"LV00","2013",2023825,1.52,69.3
"ME00","2013",620893,1.73,74.1
"MK00","2013",2062294,1.49,73.4
"MT00","2013",422509,1.36,79.6
"NL11","2013",581705,1.52,78.4
"NL12","2013",646862,1.84,78.8
"NL13","2013",489918,1.78,79.2
"NL21","2013",1139350,1.84,79.3
"NL22","2013",2015791,1.74,79.5
"NL23","2013",398441,1.8,79.4
"NL31","2013",1245294,1.71,80
"NL32","2013",2724300,1.59,79.5
"NL33","2013",3563935,1.69,79.9
"NL34","2013",381077,1.83,79.5
"NL41","2013",2471011,1.66,79.8
"NL42","2013",1121891,1.55,79.3
"NO01","2013",1190365,1.69,80.5
"NO02","2013",380973,1.68,79.2
"NO03","2013",960653,1.72,79.2
"NO04","2013",741284,1.94,79.9
"NO05","2013",866239,1.84,80.4
"NO06","2013",437198,1.84,80.1
"NO07","2013",474563,1.81,78.8
"PL21","2013",3310450,1.32,74.7
"PL22","2013",4566039,1.27,72.4
"PL41","2013",3437751,1.36,73.5
"PL42","2013",1694560,1.24,72.6
"PL43","2013",1010582,1.28,72.2
"PL51","2013",2875180,1.19,72.5
"PL52","2013",966167,1.16,73.3
"PL61","2013",2072655,1.28,72.9
"PL62","2013",1425897,1.27,71.7
"PL63","2013",2259485,1.38,74.1
"PT11","2013",3666234,1.1,78
"PT15","2013",444390,1.31,77.6
"PT16","2013",2298938,1.11,77.8
"PT17","2013",2818388,1.43,77.8
"PT18","2013",748699,1.22,77.2
"PT20","2013",247549,1.27,72.8
"PT30","2013",263091,0.98,74.2
"RO11","2013",2594823,1.38,71.4
"RO12","2013",2359405,1.6,72.3
"RO21","2013",3278798,1.8,70.9
"RO22","2013",2523354,1.57,70.7
"RO31","2013",3108150,1.44,71.6
"RO32","2013",2282244,1.13,73
"RO41","2013",2048702,1.39,71.6
"RO42","2013",1824598,1.27,71.5
"SE11","2013",2127006,1.88,81
"SE12","2013",1589821,1.88,80
"SE21","2013",815792,1.97,80.4
"SE22","2013",1415403,1.88,80
"SE23","2013",1904563,1.88,80.4
"SE31","2013",826272,1.87,79.6
"SE32","2013",368182,1.87,79.2
"SE33","2013",508854,1.86,79.1
"SI03","2013",1097198,1.53,76.2
"SI04","2013",961623,1.57,78.5
"SK01","2013",612682,1.4,74.8
"SK02","2013",1838136,1.19,73.3
"SK03","2013",1348611,1.28,72.4
"SK04","2013",1611407,1.47,72.4
"TR10","2013",13854740,1.79,75.9
"TR21","2013",1593247,1.65,74.7
"TR22","2013",1654422,1.6,74.8
"TR31","2013",4005459,1.63,76
"TR32","2013",2808243,1.75,76.6
"TR33","2013",2965800,1.81,74.9
"TR41","2013",3682037,1.75,74.9
"TR42","2013",3376330,1.84,75.5
"TR51","2013",4965542,1.69,76.6
"TR52","2013",2287705,2.15,75.8
"TR61","2013",2763541,1.83,76.6
"TR62","2013",3808483,2.18,74.8
"TR63","2013",3038983,2.63,75.9
"TR71","2013",1501311,2,75.3
"TR72","2013",2351714,2.04,75
"TR81","2013",1020108,1.57,75
"TR82","2013",745525,1.71,75.7
"TR83","2013",2717970,1.82,75.2
"TR90","2013",2545274,1.76,76.3
"TRA1","2013",1071878,2.32,74.8
"TRA2","2013",1154277,3.29,74.4
"TRB1","2013",1673852,2,75.6
"TRB2","2013",2082470,3.47,73.7
"TRC1","2013",2519139,3.01,74.3
"TRC2","2013",3354242,3.75,74.4
"TRC3","2013",2085092,3.52,NA
"UKC1","2013",1179963,1.84,78.1
"UKC2","2013",1426640,1.67,78.3
"UKD1","2013",498860,1.85,79.1
"UKD3","2013",2707445,1.92,78
"UKD4","2013",1466592,1.94,77.8
"UKD6","2013",907796,1.86,79.5
"UKD7","2013",1513266,1.76,77.2
"UKE1","2013",921510,1.89,78.7
"UKE2","2013",804925,1.7,80.2
"UKE3","2013",1355465,1.78,78.4
"UKE4","2013",2245499,1.95,78.3
"UKF1","2013",2129007,1.81,79.1
"UKF2","2013",1732295,1.87,79.5
"UKF3","2013",721847,1.86,79.4
"UKG1","2013",1305682,1.88,80
"UKG2","2013",1581454,1.87,79
"UKG3","2013",2771841,2.02,78
"UKH1","2013",2416785,1.9,80.4
"UKH2","2013",1763546,1.95,80.6
"UKH3","2013",1748546,1.92,80.2
"UKI3","2013",1108567,1.34,81
"UKI4","2013",2205293,1.64,79.1
"UKI5","2013",1800748,2.02,79.9
"UKI6","2013",1249370,1.84,81
"UKI7","2013",1999117,1.89,81
"UKJ1","2013",2304318,1.89,80.6
"UKJ2","2013",2778314,1.83,80.8
"UKJ3","2013",1920223,1.82,80.2
"UKJ4","2013",1756070,1.91,79.7
"UKK1","2013",2382428,1.86,79.9
"UKK2","2013",1288448,1.89,80.6
"UKK3","2013",542252,1.98,79.7
"UKK4","2013",1145447,1.85,79.9
"UKL1","2013",1940620,1.79,77.9
"UKL2","2013",1137738,1.82,78.9
"UKM5","2013",482660,1.53,78.6
"UKM6","2013",466737,1.79,78.7
"UKM7","2013",1924614,NA,NA
"UKM8","2013",1500987,NA,NA
"UKM9","2013",945666,NA,NA
"UKN0","2013",1826761,1.96,78.3
"AT11","2014",287416,1.33,79.3
"AT12","2014",1625485,1.51,78.8
"AT13","2014",1766746,1.41,77.9
"AT21","2014",555881,1.43,79.1
"AT22","2014",1215246,1.36,79.5
"AT31","2014",1425422,1.61,79.4
"AT32","2014",534270,1.55,80
"AT33","2014",722038,1.44,80.7
"AT34","2014",375282,1.61,80.3
"BE10","2014",1172751,1.9,78.2
"BE21","2014",1806634,1.81,80.1
"BE22","2014",857844,1.63,80.5
"BE23","2014",1471126,1.67,79.3
"BE24","2014",1108408,1.71,80.1
"BE25","2014",1177935,1.68,79.6
"BE31","2014",391609,1.71,79.1
"BE32","2014",1334423,1.76,75.9
"BE33","2014",1095661,1.74,77.3
"BE34","2014",278219,1.83,77.2
"BE35","2014",486230,1.7,76.7
"BG31","2014",810401,1.73,69.6
"BG32","2014",835813,1.44,70.7
"BG33","2014",954536,1.51,70.9
"BG34","2014",1063690,1.83,70.6
"BG41","2014",2127618,1.36,71.9
"BG42","2014",1453619,1.59,71.6
"CH01","2014",1545817,1.55,81.5
"CH02","2014",1808480,1.54,80.7
"CH03","2014",1104353,1.52,81.2
"CH04","2014",1425538,1.55,81.5
"CH05","2014",1134781,1.55,80.5
"CH06","2014",774123,1.56,81.3
"CH07","2014",346539,1.41,81.9
"CY00","2014",858000,1.31,80.3
"CZ01","2014",1243201,1.45,77.7
"CZ02","2014",1302336,1.61,76.1
"CZ03","2014",1210176,1.5,76.1
"CZ04","2014",1125429,1.52,74.1
"CZ05","2014",1506503,1.55,76.2
"CZ06","2014",1680287,1.57,76.4
"CZ07","2014",1222655,1.47,75.4
"CZ08","2014",1221832,1.49,74.2
"DE11","2014",3972881,1.47,80.2
"DE12","2014",2702831,1.42,79.6
"DE13","2014",2174500,1.47,80
"DE14","2014",1781066,1.5,79.9
"DE21","2014",4469342,1.47,80.4
"DE22","2014",1189153,1.44,78.3
"DE23","2014",1077991,1.41,78.5
"DE24","2014",1056365,1.38,78.5
"DE25","2014",1707376,1.44,78.7
"DE26","2014",1297992,1.42,79.5
"DE27","2014",1806025,1.5,79.6
"DE30","2014",3421829,1.46,78.3
"DE40","2014",2449193,1.55,77.9
"DE50","2014",657391,1.46,77.4
"DE60","2014",1746342,1.41,78.7
"DE71","2014",3822479,1.48,79.7
"DE72","2014",1023150,1.36,79
"DE73","2014",1199796,1.48,78.6
"DE80","2014",1596505,1.49,77.2
"DE91","2014",1574936,1.47,78.2
"DE92","2014",2099079,1.48,78
"DE93","2014",1670199,1.6,78.1
"DE94","2014",2446345,1.57,78.5
"DEA1","2014",5088748,1.48,78.1
"DEA2","2014",4333015,1.46,79
"DEA3","2014",2574148,1.5,78.4
"DEA4","2014",2024392,1.56,79
"DEA5","2014",3551553,1.47,77.6
"DEB1","2014",1474378,1.49,78.5
"DEB2","2014",519136,1.41,78.7
"DEB3","2014",2000852,1.47,79
"DEC0","2014",990718,1.36,77.7
"DED2","2014",1590927,1.62,78.6
"DED4","2014",1468954,1.6,77.8
"DED5","2014",986504,1.49,77.7
"DEE0","2014",2244577,1.5,76.6
"DEF0","2014",2815955,1.48,78.5
"DEG0","2014",2160840,1.55,77.6
"DK01","2014",1749405,1.63,78.4
"DK02","2014",816726,1.75,78
"DK03","2014",1202509,1.77,78.9
"DK04","2014",1277538,1.74,79.1
"DK05","2014",581057,1.73,78.9
"EE00","2014",1315819,1.54,72.4
"EL30","2014",3863763,1.26,78.3
"EL41","2014",198581,1.4,79.4
"EL42","2014",334802,1.39,79.2
"EL43","2014",630889,1.44,79.2
"EL51","2014",608214,1.35,78.2
"EL52","2014",1903360,1.27,78.5
"EL53","2014",278706,1.33,79.9
"EL54","2014",341046,1.26,81
"EL61","2014",737686,1.32,78.9
"EL62","2014",207664,1.43,79.3
"EL63","2014",677727,1.31,78.5
"EL64","2014",559214,1.24,79.3
"EL65","2014",585155,1.33,79.7
"ES11","2014",2747226,1.07,80.1
"ES12","2014",1058975,0.99,79.2
"ES13","2014",587682,1.15,79.9
"ES21","2014",2167166,1.38,80.7
"ES22","2014",636450,1.44,80.9
"ES23","2014",315223,1.35,81
"ES24","2014",1331301,1.34,80.3
"ES30","2014",6378297,1.35,81.9
"ES41","2014",2495689,1.17,81.2
"ES42","2014",2075197,1.3,81
"ES43","2014",1096421,1.29,79.8
"ES51","2014",7416237,1.39,80.6
"ES52","2014",4956427,1.31,80.2
"ES53","2014",1115841,1.24,80.2
"ES61","2014",8388875,1.39,79.2
"ES62","2014",1461803,1.56,80.3
"ES63","2014",84674,1.99,77.7
"ES64","2014",83870,2.69,77.9
"ES70","2014",2114845,1.04,79.8
"FI19","2014",1374403,1.79,78.4
"FI1B","2014",1585473,1.55,79.1
"FI1C","2014",1161882,1.66,78.1
"FI1D","2014",1300846,1.92,77.6
"FI20","2014",28666,1.78,81.3
"FR10","2014",12027565,2.04,81.4
"FRB0","2014",2577435,2.02,79.4
"FRC1","2014",1642551,1.91,78.8
"FRC2","2014",1178072,1.98,79.4
"FRD1","2014",1479378,1.91,78.8
"FRD2","2014",1856267,2,77.9
"FRE1","2014",4076061,2.09,76.8
"FRE2","2014",1930095,2.05,77.7
"FRF1","2014",1872949,1.86,79.7
"FRF2","2014",1339299,1.93,78.3
"FRF3","2014",2342397,1.8,78.6
"FRG0","2014",3690833,2.03,79.9
"FRH0","2014",3276543,1.93,78.6
"FRI1","2014",3343326,1.79,79.9
"FRI2","2014",738120,1.8,79
"FRI3","2014",1797698,1.87,79.7
"FRJ1","2014",2751592,1.91,79.5
"FRJ2","2014",2979161,1.84,80.5
"FRK1","2014",1360461,1.86,78.9
"FRK2","2014",6460505,2.02,80.9
"FRL0","2014",4983438,2.06,80.1
"FRM0","2014",324212,1.52,80.4
"FRXX","2014",0,NA,NA
"FRY1","2014",435293,2.27,76.4
"FRY2","2014",383911,2.08,78.2
"FRY3","2014",252338,3.43,NA
"FRY4","2014",842767,2.44,77.3
"FRY5","2014",223713,4.12,75.4
"HR03","2014",1405908,1.44,76.3
"HR04","2014",2840901,1.47,73.9
"HU11","2014",1744665,1.19,75.1
"HU12","2014",1220748,1.47,72.7
"HU21","2014",1069190,1.43,72.3
"HU22","2014",984521,1.33,72.7
"HU23","2014",917492,1.47,71.9
"HU31","2014",1176894,1.65,70.5
"HU32","2014",1484375,1.59,71.3
"HU33","2014",1279480,1.39,71.8
"HUXX","2014",0,NA,NA
"IE04","2014",833748,1.94,79.3
"IE05","2014",1563179,1.93,78.6
"IE06","2014",2240925,1.87,79.9
"IS00","2014",325671,1.93,81.3
"ITC1","2014",4436798,1.4,80.7
"ITC2","2014",128591,1.54,79.9
"ITC3","2014",1591939,1.33,80.6
"ITC4","2014",9973397,1.46,81.3
"ITF1","2014",1333939,1.29,80.5
"ITF2","2014",314725,1.16,79.8
"ITF3","2014",5869965,1.32,79
"ITF4","2014",4090266,1.28,80.8
"ITF5","2014",578391,1.15,80.6
"ITF6","2014",1980533,1.27,79.9
"ITG1","2014",5094937,1.38,79.9
"ITG2","2014",1663859,1.1,80.3
"ITH1","2014",515714,1.74,81.6
"ITH2","2014",536237,1.54,81.7
"ITH3","2014",4926818,1.41,81.1
"ITH4","2014",1229363,1.38,80.7
"ITH5","2014",4446354,1.42,81.3
"ITI1","2014",3750511,1.35,81.4
"ITI2","2014",896742,1.32,81.5
"ITI3","2014",1553138,1.35,81.4
"ITI4","2014",5870451,1.35,80.5
"LI00","2014",37129,1.59,81
"LT01","2014",806106,1.48,69.1
"LT02","2014",2137366,1.7,69.1
"LU00","2014",549680,1.5,79.4
"LV00","2014",2001468,1.65,69.1
"ME00","2014",621521,1.75,74.1
"MK00","2014",2065410,1.52,73.5
"MKXX","2014",359,NA,NA
"MT00","2014",429424,1.38,79.9
"NL11","2014",582728,1.54,78.8
"NL12","2014",646317,1.86,79.5
"NL13","2014",488988,1.85,79.9
"NL21","2014",1139697,1.84,79.8
"NL22","2014",2019692,1.76,80.1
"NL23","2014",399893,1.89,80.6
"NL31","2014",1253672,1.76,80.6
"NL32","2014",2741369,1.62,80.2
"NL33","2014",3577032,1.74,80.2
"NL34","2014",380621,1.89,80.5
"NL41","2014",2479274,1.7,79.9
"NL42","2014",1120006,1.51,79.8
"NO01","2014",1209992,1.64,80.6
"NO02","2014",382230,1.74,78.9
"NO03","2014",969415,1.78,79.9
"NO04","2014",751632,1.87,80.4
"NO05","2014",875475,1.81,80.6
"NO06","2014",441193,1.79,80.3
"NO07","2014",478033,1.71,79.4
"PL21","2014",3316097,1.33,75.3
"PL22","2014",4548177,1.29,73.3
"PL41","2014",3441440,1.39,74
"PL42","2014",1691400,1.27,73.6
"PL43","2014",1008564,1.3,73.3
"PL51","2014",2869579,1.26,73.1
"PL52","2014",960226,1.23,74.4
"PL61","2014",2068417,1.31,73.4
"PL62","2014",1421264,1.32,73
"PL63","2014",2264817,1.43,74.4
"PL71","2014",2498861,1.28,71.6
"PL72","2014",1253041,1.21,73.6
"PL81","2014",2134413,1.27,73.2
"PL82","2014",2083546,1.26,75
"PL84","2014",1165447,1.29,73.9
"PL91","2014",2937140,1.35,75.5
"PL92","2014",2355427,1.41,72.4
"PT11","2014",3644195,1.09,78.4
"PT15","2014",442358,1.35,77.1
"PT16","2014",2281164,1.12,78.5
"PT17","2014",2807525,1.5,78.2
"PT18","2014",743306,1.22,77.8
"PT20","2014",247440,1.27,73.7
"PT30","2014",261313,0.95,73.2
"RO11","2014",2590220,1.5,71.3
"RO12","2014",2355312,1.7,72.1
"RO21","2014",3273367,1.92,70.4
"RO22","2014",2509094,1.67,70.3
"RO31","2014",3085095,1.53,71.3
"RO32","2014",2282968,1.22,73.2
"RO41","2014",2033360,1.47,71.5
"RO42","2014",1817895,1.39,71.4
"SE11","2014",2163042,1.84,80.9
"SE12","2014",1605347,1.88,80.7
"SE21","2014",819426,1.99,80.7
"SE22","2014",1426826,1.88,80.2
"SE23","2014",1921924,1.88,80.5
"SE31","2014",829134,1.92,79.8
"SE32","2014",368617,1.9,79.4
"SE33","2014",510548,1.79,79.6
"SI03","2014",1094709,1.59,77.1
"SI04","2014",966376,1.58,79.6
"SK01","2014",618380,1.48,75.6
"SK02","2014",1836664,1.22,73.3
"SK03","2014",1347233,1.29,72.8
"SK04","2014",1613672,1.49,73
"TR10","2014",14160467,1.87,75.5
"TR21","2014",1613616,1.7,74.4
"TR22","2014",1665089,1.66,74.9
"TR31","2014",4061074,1.71,75.7
"TR32","2014",2851086,1.82,76.7
"TR33","2014",2985153,1.87,74.4
"TR41","2014",3749582,1.81,75.1
"TR42","2014",3448702,1.94,75.5
"TR51","2014",5045083,1.76,76.8
"TR52","2014",2317164,2.21,75.6
"TR61","2014",2833306,1.9,76.7
"TR62","2014",3855034,2.27,75.1
"TR63","2014",3077753,2.72,76.1
"TR71","2014",1510080,2.08,75
"TR72","2014",2363390,2.12,75.4
"TR81","2014",1020957,1.59,75.2
"TR82","2014",763570,1.7,75.2
"TR83","2014",2714575,1.85,75.2
"TR90","2014",2553647,1.79,76.1
"TRA1","2014",1062345,2.39,75.5
"TRA2","2014",1145257,3.34,74.4
"TRB1","2014",1681719,2.1,76.2
"TRB2","2014",2092863,3.46,74.2
"TRC1","2014",2570208,3.14,74.7
"TRC2","2014",3409417,3.91,74.7
"TRC3","2014",2116727,3.67,NA
"UKC1","2014",1183175,1.82,77.7
"UKC2","2014",1431607,1.63,77.8
"UKD1","2014",498463,1.83,79.1
"UKD3","2014",2721819,1.88,77.8
"UKD4","2014",1469371,1.93,78.1
"UKD6","2014",911368,1.85,79.9
"UKD7","2014",1517171,1.76,77.7
"UKE1","2014",922928,1.85,78.9
"UKE2","2014",807558,1.71,80.9
"UKE3","2014",1362340,1.75,78.6
"UKE4","2014",2256217,1.93,78.4
"UKF1","2014",2141903,1.8,79
"UKF2","2014",1747794,1.87,79.9
"UKF3","2014",728205,1.89,80.4
"UKG1","2014",1312357,1.81,80.4
"UKG2","2014",1588088,1.87,79.6
"UKG3","2014",2793881,1.97,77.8
"UKH1","2014",2434456,1.89,80.6
"UKH2","2014",1784776,1.94,80.9
"UKH3","2014",1765271,1.95,80.2
"UKI3","2014",1120811,1.31,82
"UKI4","2014",2248524,1.59,79.2
"UKI5","2014",1826033,1.98,80.1
"UKI6","2014",1263221,1.86,81.2
"UKI7","2014",2019780,1.87,81.6
"UKJ1","2014",2325301,1.88,81
"UKJ2","2014",2802800,1.8,81.2
"UKJ3","2014",1932133,1.83,80.7
"UKJ4","2014",1773140,1.93,80
"UKK1","2014",2404752,1.84,80.7
"UKK2","2014",1295993,1.87,81
"UKK3","2014",546137,1.92,79.7
"UKK4","2014",1153568,1.82,80.2
"UKL1","2014",1944635,1.8,78.6
"UKL2","2014",1142724,1.77,79.5
"UKM5","2014",487150,1.56,78.1
"UKM6","2014",467326,1.79,78.9
"UKM7","2014",1933992,NA,NA
"UKM8","2014",1504303,NA,NA
"UKM9","2014",944842,NA,NA
"UKN0","2014",1835290,1.97,78.9
"AT11","2015",288356,1.37,78.5
"AT12","2015",1636778,1.52,78.7
"AT13","2015",1797337,1.42,77.8
"AT21","2015",557641,1.43,78.6
"AT22","2015",1221570,1.44,78.7
"AT31","2015",1437251,1.61,79
"AT32","2015",538575,1.54,79.9
"AT33","2015",728826,1.52,80.3
"AT34","2015",378592,1.63,80.1
"BE10","2015",1184101,1.85,78.2
"BE21","2015",1817033,1.73,80.1
"BE22","2015",861380,1.58,80.6
"BE23","2015",1479049,1.65,79.1
"BE24","2015",1114590,1.66,79.9
"BE25","2015",1180957,1.65,79.7
"BE31","2015",394344,1.71,79.7
"BE32","2015",1337780,1.71,75.8
"BE33","2015",1098903,1.68,77
"BE34","2015",280261,1.79,77.9
"BE35","2015",488876,1.66,76.5
"BG31","2015",797142,1.71,70.2
"BG32","2015",825536,1.42,70.7
"BG33","2015",949957,1.47,71.1
"BG34","2015",1058515,1.84,71.1
"BG41","2015",2125212,1.34,72.1
"BG42","2015",1445836,1.63,71.2
"CH01","2015",1570594,1.53,81.1
"CH02","2015",1826251,1.55,80.2
"CH03","2015",1117158,1.5,80.8
"CH04","2015",1446354,1.53,81.1
"CH05","2015",1144572,1.59,80.9
"CH06","2015",782374,1.57,81
"CH07","2015",350363,1.44,81.4
"CY00","2015",847008,1.32,79.9
"CZ01","2015",1259079,1.47,77.6
"CZ02","2015",1315299,1.64,76
"CZ03","2015",1212423,1.58,75.8
"CZ04","2015",1123265,1.56,73.9
"CZ05","2015",1506813,1.6,76.1
"CZ06","2015",1682748,1.59,76.5
"CZ07","2015",1220972,1.55,75.3
"CZ08","2015",1217676,1.5,74.1
"DE11","2015",4008288,1.53,79.7
"DE12","2015",2721266,1.46,79.4
"DE13","2015",2191622,1.51,79.8
"DE14","2015",1795468,1.53,79.9
"DE21","2015",4519979,1.49,80.1
"DE22","2015",1197558,1.49,78
"DE23","2015",1082761,1.46,77.9
"DE24","2015",1055955,1.41,77.5
"DE25","2015",1715195,1.48,78.3
"DE26","2015",1298849,1.47,79
"DE27","2015",1821271,1.54,79.5
"DE30","2015",3469849,1.46,78
"DE40","2015",2457872,1.53,77.6
"DE50","2015",661888,1.51,77
"DE60","2015",1762791,1.45,78.6
"DE71","2015",3863818,1.51,79.2
"DE72","2015",1029020,1.42,78.1
"DE73","2015",1201050,1.52,78.1
"DE80","2015",1599138,1.54,76.7
"DE91","2015",1579754,1.48,77.7
"DE92","2015",2108413,1.48,77.8
"DE93","2015",1677715,1.59,78.4
"DE94","2015",2460857,1.55,78.2
"DEA1","2015",5108290,1.51,77.8
"DEA2","2015",4361724,1.48,78.8
"DEA3","2015",2580664,1.55,78.1
"DEA4","2015",2029648,1.6,78.5
"DEA5","2015",3557772,1.5,77.2
"DEB1","2015",1477202,1.54,78.2
"DEB2","2015",521863,1.46,78.7
"DEB3","2015",2012517,1.51,78.7
"DEC0","2015",989035,1.38,77.2
"DED2","2015",1592765,1.61,78.1
"DED4","2015",1463341,1.66,77.4
"DED5","2015",999168,1.51,77.5
"DEE0","2015",2235548,1.54,76.1
"DEF0","2015",2830864,1.52,78.1
"DEG0","2015",2156759,1.56,77
"DK01","2015",1768125,1.63,78.6
"DK02","2015",820480,1.82,78.3
"DK03","2015",1205728,1.79,79.1
"DK04","2015",1282750,1.77,79.4
"DK05","2015",582632,1.77,78.5
"EE00","2015",1314870,1.58,73.2
"EL30","2015",3822843,1.3,77.7
"EL41","2015",197695,1.44,79.2
"EL42","2015",334865,1.38,79.6
"EL43","2015",631513,1.47,79.1
"EL51","2015",606490,1.4,77.9
"EL52","2015",1893878,1.31,78.5
"EL53","2015",276423,1.32,79.5
"EL54","2015",339142,1.28,80.6
"EL61","2015",733663,1.35,79.2
"EL62","2015",207059,1.45,78.8
"EL63","2015",673263,1.33,78.2
"EL64","2015",557753,1.23,79.1
"EL65","2015",583431,1.32,79
"ES11","2015",2734656,1.1,79.8
"ES12","2015",1049875,1.01,79.1
"ES13","2015",585359,1.15,79.9
"ES21","2015",2165100,1.39,80.3
"ES22","2015",636402,1.44,81.2
"ES23","2015",313569,1.34,80.7
"ES24","2015",1326403,1.35,80.1
"ES30","2015",6385298,1.37,81.5
"ES41","2015",2478079,1.18,81
"ES42","2015",2062767,1.33,80.5
"ES43","2015",1091623,1.28,79.3
"ES51","2015",7396991,1.4,80.5
"ES52","2015",4939674,1.32,79.7
"ES53","2015",1124972,1.24,80
"ES61","2015",8399618,1.4,78.9
"ES62","2015",1463773,1.57,79.9
"ES63","2015",84692,1.85,77.7
"ES64","2015",84570,2.53,78.5
"ES70","2015",2126144,1.05,79.9
"FI19","2015",1377281,1.72,79
"FI1B","2015",1603388,1.51,79.2
"FI1C","2015",1161706,1.62,78.5
"FI1D","2015",1300462,1.81,78.1
"FI20","2015",28916,1.69,80.7
"FR10","2015",12082144,2,81
"FRB0","2015",2578592,1.94,79.1
"FRC1","2015",1641205,1.87,78.5
"FRC2","2015",1179735,1.93,79.1
"FRD1","2015",1479484,1.87,78.5
"FRD2","2015",1859647,1.97,77.7
"FRE1","2015",4077886,2.02,76.5
"FRE2","2015",1932090,2.01,77.4
"FRF1","2015",1879265,1.8,79.7
"FRF2","2015",1338255,1.89,78
"FRF3","2015",2341531,1.74,78.6
"FRG0","2015",3718512,1.96,79.3
"FRH0","2015",3293850,1.86,78.4
"FRI1","2015",3370578,1.73,79.7
"FRI2","2015",738031,1.76,78.5
"FRI3","2015",1802873,1.79,79.2
"FRJ1","2015",2772683,1.89,79.2
"FRJ2","2015",3001502,1.78,80.4
"FRK1","2015",1362367,1.8,78.9
"FRK2","2015",6515331,1.98,80.5
"FRL0","2015",5007977,2.02,79.6
"FRM0","2015",327283,1.46,80.2
"FRXX","2015",0,NA,NA
"FRY1","2015",433674,2.18,NA
"FRY2","2015",380877,1.94,79.8
"FRY3","2015",259865,3.43,NA
"FRY4","2015",850727,2.46,77.4
"FRY5","2015",232189,4.88,76
"HR03","2015",1402229,1.4,75.7
"HR04","2015",2823087,1.4,73.7
"HU11","2015",1757618,1.18,74.8
"HU12","2015",1226115,1.5,72.8
"HU21","2015",1063408,1.46,71.7
"HU22","2015",983925,1.33,73
"HU23","2015",909130,1.46,71.7
"HU31","2015",1164813,1.66,70.7
"HU32","2015",1479522,1.6,71.4
"HU33","2015",1271040,1.42,71.7
"HUXX","2015",0,NA,NA
"IE04","2015",833830,1.94,79.6
"IE05","2015",1567206,1.93,79
"IE06","2015",2276591,1.79,80
"IS00","2015",329100,1.8,81.2
"ITC1","2015",4424467,1.36,80.1
"ITC2","2015",128298,1.4,79.2
"ITC3","2015",1583263,1.3,80.3
"ITC4","2015",10002615,1.44,80.8
"ITF1","2015",1331574,1.28,80.3
"ITF2","2015",313348,1.17,79.8
"ITF3","2015",5861529,1.34,78.5
"ITF4","2015",4090105,1.24,80.5
"ITF5","2015",576619,1.17,80
"ITF6","2015",1976631,1.29,79.9
"ITG1","2015",5092080,1.35,79.6
"ITG2","2015",1663286,1.09,80.1
"ITH1","2015",518518,1.7,81
"ITH2","2015",537416,1.56,81.5
"ITH3","2015",4927596,1.38,80.9
"ITH4","2015",1227122,1.32,80.2
"ITH5","2015",4450508,1.42,81
"ITI1","2015",3752654,1.3,80.7
"ITI2","2015",894762,1.27,80.8
"ITI3","2015",1550796,1.33,80.8
"ITI4","2015",5892425,1.32,80.4
"LI00","2015",37366,1.4,80.9
"LT01","2015",807523,1.53,69.5
"LT02","2015",2113739,1.79,69.1
"LU00","2015",562958,1.47,80
"LV00","2015",1986096,1.7,69.7
"ME00","2015",622099,1.74,74.4
"MK00","2015",2068864,1.49,73.5
"MKXX","2015",308,NA,NA
"MT00","2015",439691,1.37,79.8
"NL11","2015",583942,1.52,78.9
"NL12","2015",646257,1.78,79.5
"NL13","2015",488576,1.73,79.8
"NL21","2015",1140652,1.79,80
"NL22","2015",2026578,1.73,80
"NL23","2015",401791,1.82,80.6
"NL31","2015",1263572,1.7,80.5
"NL32","2015",2761929,1.57,79.8
"NL33","2015",3600011,1.67,80
"NL34","2015",380726,1.87,80.2
"NL41","2015",2488751,1.64,79.9
"NL42","2015",1117941,1.49,78.9
"NO01","2015",1232854,1.64,79.3
"NO02","2015",383985,1.65,80.1
"NO03","2015",976682,1.67,80.4
"NO04","2015",762031,1.85,81.4
"NO05","2015",884316,1.82,81.2
"NO06","2015",445838,1.74,81.2
"NO07","2015",480787,1.74,80.5
"PL21","2015",3324579,1.35,75.1
"PL22","2015",4535705,1.28,73
"PL41","2015",3447689,1.4,73.6
"PL42","2015",1688486,1.25,73.4
"PL43","2015",1007442,1.28,72.7
"PL51","2015",2868338,1.24,73.1
"PL52","2015",956913,1.21,73.6
