"";"provincia";"sesso";"classe_eta";"popolazione_2018";"popolazione_2019"
"483";"Avellino";"femmine";"fino a 4 anni";7297;7213
"484";"Avellino";"femmine";"totale";210553;208915
"485";"Avellino";"maschi";"10-14 anni";9675;9498
"486";"Avellino";"maschi";"100 anni e più";17;22
"487";"Avellino";"maschi";"15-19 anni";10765;10500
"488";"Avellino";"maschi";"20-24 anni";12187;11799
"489";"Avellino";"maschi";"25-29 anni";13381;12746
"490";"Avellino";"maschi";"30-34 anni";13091;12868
"491";"Avellino";"maschi";"35-39 anni";12930;12703
"492";"Avellino";"maschi";"40-44 anni";14204;13803
"493";"Avellino";"maschi";"45-49 anni";15195;14898
"494";"Avellino";"maschi";"5-9 anni";8635;8370
"495";"Avellino";"maschi";"50-54 anni";16815;16452
"496";"Avellino";"maschi";"55-59 anni";15598;16083
"497";"Avellino";"maschi";"60-64 anni";13165;13523
"498";"Avellino";"maschi";"65-69 anni";11731;11797
"499";"Avellino";"maschi";"70-74 anni";9924;10423
"500";"Avellino";"maschi";"75-79 anni";7417;7158
"501";"Avellino";"maschi";"80-84 anni";6018;6121
"502";"Avellino";"maschi";"85-89 anni";3616;3662
"503";"Avellino";"maschi";"90-94 anni";1268;1331
"504";"Avellino";"maschi";"95-99 anni";282;310
"505";"Avellino";"maschi";"fino a 4 anni";7642;7387
"506";"Avellino";"maschi";"totale";203556;201454
"507";"Avellino";"totale";"10-14 anni";18840;18471
"508";"Avellino";"totale";"100 anni e più";89;105
"509";"Avellino";"totale";"15-19 anni";20804;20409
"510";"Avellino";"totale";"20-24 anni";23133;22521
"511";"Avellino";"totale";"25-29 anni";25609;24549
"512";"Avellino";"totale";"30-34 anni";25388;24926
"513";"Avellino";"totale";"35-39 anni";25299;24922
"514";"Avellino";"totale";"40-44 anni";28781;27874
"515";"Avellino";"totale";"45-49 anni";31057;30471
"516";"Avellino";"totale";"5-9 anni";16874;16303
"517";"Avellino";"totale";"50-54 anni";34018;33286
"518";"Avellino";"totale";"55-59 anni";31698;32632
"519";"Avellino";"totale";"60-64 anni";26850;27611
"520";"Avellino";"totale";"65-69 anni";23844;24102
"521";"Avellino";"totale";"70-74 anni";20511;21553
"522";"Avellino";"totale";"75-79 anni";16547;15776
"523";"Avellino";"totale";"80-84 anni";14448;14678
"524";"Avellino";"totale";"85-89 anni";9984;9957
"525";"Avellino";"totale";"90-94 anni";4302;4450
"526";"Avellino";"totale";"95-99 anni";1094;1173
"527";"Avellino";"totale";"fino a 4 anni";14939;14600
"528";"Avellino";"totale";"totale";414109;410369
"529";"Bari";"femmine";"10-14 anni";28780;28185
"530";"Bari";"femmine";"100 anni e più";246;221
"531";"Bari";"femmine";"15-19 anni";31130;30887
"532";"Bari";"femmine";"20-24 anni";32356;32136
"533";"Bari";"femmine";"25-29 anni";34709;33870
"534";"Bari";"femmine";"30-34 anni";35483;34890
"535";"Bari";"femmine";"35-39 anni";38916;37987
"536";"Bari";"femmine";"40-44 anni";46255;44341
"537";"Bari";"femmine";"45-49 anni";48313;48266
"538";"Bari";"femmine";"5-9 anni";26696;26220
"539";"Bari";"femmine";"50-54 anni";51081;50634
"540";"Bari";"femmine";"55-59 anni";46611;47748
"541";"Bari";"femmine";"60-64 anni";41366;42260
"542";"Bari";"femmine";"65-69 anni";37406;37632
"543";"Bari";"femmine";"70-74 anni";34816;36406
"544";"Bari";"femmine";"75-79 anni";27212;27006
"545";"Bari";"femmine";"80-84 anni";22799;23127
"546";"Bari";"femmine";"85-89 anni";15397;15785
"547";"Bari";"femmine";"90-94 anni";7207;7474
"548";"Bari";"femmine";"95-99 anni";1960;2008
"549";"Bari";"femmine";"fino a 4 anni";23573;22983
"550";"Bari";"femmine";"totale";632312;630066
"551";"Bari";"maschi";"10-14 anni";30471;30128
"552";"Bari";"maschi";"100 anni e più";71;58
"553";"Bari";"maschi";"15-19 anni";33049;32522
"554";"Bari";"maschi";"20-24 anni";34864;34349
"555";"Bari";"maschi";"25-29 anni";36401;35644
"556";"Bari";"maschi";"30-34 anni";36292;35515
"557";"Bari";"maschi";"35-39 anni";38221;37238
"558";"Bari";"maschi";"40-44 anni";45191;43631
"559";"Bari";"maschi";"45-49 anni";46770;46887
"560";"Bari";"maschi";"5-9 anni";28146;27616
"561";"Bari";"maschi";"50-54 anni";48613;47962
"562";"Bari";"maschi";"55-59 anni";43417;44947
"563";"Bari";"maschi";"60-64 anni";37876;38505
"564";"Bari";"maschi";"65-69 anni";34440;34521
"565";"Bari";"maschi";"70-74 anni";30888;32424
"566";"Bari";"maschi";"75-79 anni";22695;22533
"567";"Bari";"maschi";"80-84 anni";16563;17105
"568";"Bari";"maschi";"85-89 anni";9654;9989
"569";"Bari";"maschi";"90-94 anni";3340;3511
"570";"Bari";"maschi";"95-99 anni";644;686
"571";"Bari";"maschi";"fino a 4 anni";25079;24368
"572";"Bari";"maschi";"totale";602685;600139
"573";"Bari";"totale";"10-14 anni";59251;58313
"574";"Bari";"totale";"100 anni e più";317;279
"575";"Bari";"totale";"15-19 anni";64179;63409
"576";"Bari";"totale";"20-24 anni";67220;66485
"577";"Bari";"totale";"25-29 anni";71110;69514
"578";"Bari";"totale";"30-34 anni";71775;70405
"579";"Bari";"totale";"35-39 anni";77137;75225
"580";"Bari";"totale";"40-44 anni";91446;87972
"581";"Bari";"totale";"45-49 anni";95083;95153
"582";"Bari";"totale";"5-9 anni";54842;53836
"583";"Bari";"totale";"50-54 anni";99694;98596
"584";"Bari";"totale";"55-59 anni";90028;92695
"585";"Bari";"totale";"60-64 anni";79242;80765
"586";"Bari";"totale";"65-69 anni";71846;72153
"587";"Bari";"totale";"70-74 anni";65704;68830
"588";"Bari";"totale";"75-79 anni";49907;49539
"589";"Bari";"totale";"80-84 anni";39362;40232
"590";"Bari";"totale";"85-89 anni";25051;25774
"591";"Bari";"totale";"90-94 anni";10547;10985
"592";"Bari";"totale";"95-99 anni";2604;2694
"593";"Bari";"totale";"fino a 4 anni";48652;47351
"594";"Bari";"totale";"totale";1234997;1230205
"595";"Barletta-Andria-Trani";"femmine";"10-14 anni";9915;9743
"596";"Barletta-Andria-Trani";"femmine";"100 anni e più";40;40
"597";"Barletta-Andria-Trani";"femmine";"15-19 anni";11110;10908
"598";"Barletta-Andria-Trani";"femmine";"20-24 anni";11141;11019
"599";"Barletta-Andria-Trani";"femmine";"25-29 anni";11316;11132
"600";"Barletta-Andria-Trani";"femmine";"30-34 anni";11123;10994
"601";"Barletta-Andria-Trani";"femmine";"35-39 anni";12166;11835
"602";"Barletta-Andria-Trani";"femmine";"40-44 anni";14577;13965
"603";"Barletta-Andria-Trani";"femmine";"45-49 anni";15601;15435
"604";"Barletta-Andria-Trani";"femmine";"5-9 anni";8881;8563
"605";"Barletta-Andria-Trani";"femmine";"50-54 anni";15622;15721
"606";"Barletta-Andria-Trani";"femmine";"55-59 anni";13814;14362
"607";"Barletta-Andria-Trani";"femmine";"60-64 anni";11926;12198
"608";"Barletta-Andria-Trani";"femmine";"65-69 anni";10594;10742
"609";"Barletta-Andria-Trani";"femmine";"70-74 anni";9919;10347
"610";"Barletta-Andria-Trani";"femmine";"75-79 anni";7757;7690
"611";"Barletta-Andria-Trani";"femmine";"80-84 anni";6257;6394
"612";"Barletta-Andria-Trani";"femmine";"85-89 anni";3964;4056
"613";"Barletta-Andria-Trani";"femmine";"90-94 anni";1696;1743
"614";"Barletta-Andria-Trani";"femmine";"95-99 anni";427;445
"615";"Barletta-Andria-Trani";"femmine";"fino a 4 anni";7497;7313
"616";"Barletta-Andria-Trani";"femmine";"totale";195343;194645
"617";"Barletta-Andria-Trani";"maschi";"10-14 anni";10642;10411
"618";"Barletta-Andria-Trani";"maschi";"100 anni e più";15;13
"619";"Barletta-Andria-Trani";"maschi";"15-19 anni";11575;11346
"620";"Barletta-Andria-Trani";"maschi";"20-24 anni";12016;11921
"621";"Barletta-Andria-Trani";"maschi";"25-29 anni";12078;11834
"622";"Barletta-Andria-Trani";"maschi";"30-34 anni";11491;11323
"623";"Barletta-Andria-Trani";"maschi";"35-39 anni";12034;11650
"624";"Barletta-Andria-Trani";"maschi";"40-44 anni";14439;13913
"625";"Barletta-Andria-Trani";"maschi";"45-49 anni";15203;15150
"626";"Barletta-Andria-Trani";"maschi";"5-9 anni";9288;8996
"627";"Barletta-Andria-Trani";"maschi";"50-54 anni";15417;15365
"628";"Barletta-Andria-Trani";"maschi";"55-59 anni";13489;13973
"629";"Barletta-Andria-Trani";"maschi";"60-64 anni";11178;11540
"630";"Barletta-Andria-Trani";"maschi";"65-69 anni";9923;9913
"631";"Barletta-Andria-Trani";"maschi";"70-74 anni";9125;9500
"632";"Barletta-Andria-Trani";"maschi";"75-79 anni";6832;6821
"633";"Barletta-Andria-Trani";"maschi";"80-84 anni";4728;4895
"634";"Barletta-Andria-Trani";"maschi";"85-89 anni";2524;2628
"635";"Barletta-Andria-Trani";"maschi";"90-94 anni";862;889
"636";"Barletta-Andria-Trani";"maschi";"95-99 anni";163;167
"637";"Barletta-Andria-Trani";"maschi";"fino a 4 anni";8165;7908
"638";"Barletta-Andria-Trani";"maschi";"totale";191187;190156
"639";"Barletta-Andria-Trani";"totale";"10-14 anni";20557;20154
"640";"Barletta-Andria-Trani";"totale";"100 anni e più";55;53
"641";"Barletta-Andria-Trani";"totale";"15-19 anni";22685;22254
"642";"Barletta-Andria-Trani";"totale";"20-24 anni";23157;22940
"643";"Barletta-Andria-Trani";"totale";"25-29 anni";23394;22966
"644";"Barletta-Andria-Trani";"totale";"30-34 anni";22614;22317
"645";"Barletta-Andria-Trani";"totale";"35-39 anni";24200;23485
"646";"Barletta-Andria-Trani";"totale";"40-44 anni";29016;27878
"647";"Barletta-Andria-Trani";"totale";"45-49 anni";30804;30585
"648";"Barletta-Andria-Trani";"totale";"5-9 anni";18169;17559
"649";"Barletta-Andria-Trani";"totale";"50-54 anni";31039;31086
"650";"Barletta-Andria-Trani";"totale";"55-59 anni";27303;28335
"651";"Barletta-Andria-Trani";"totale";"60-64 anni";23104;23738
"652";"Barletta-Andria-Trani";"totale";"65-69 anni";20517;20655
"653";"Barletta-Andria-Trani";"totale";"70-74 anni";19044;19847
"654";"Barletta-Andria-Trani";"totale";"75-79 anni";14589;14511
"655";"Barletta-Andria-Trani";"totale";"80-84 anni";10985;11289
"656";"Barletta-Andria-Trani";"totale";"85-89 anni";6488;6684
"657";"Barletta-Andria-Trani";"totale";"90-94 anni";2558;2632
"658";"Barletta-Andria-Trani";"totale";"95-99 anni";590;612
"659";"Barletta-Andria-Trani";"totale";"fino a 4 anni";15662;15221
"660";"Barletta-Andria-Trani";"totale";"totale";386530;384801
"661";"Basilicata";"femmine";"10-14 anni";12004;11645
"662";"Basilicata";"femmine";"100 anni e più";101;105
"663";"Basilicata";"femmine";"15-19 anni";13191;13062
"664";"Basilicata";"femmine";"20-24 anni";14005;13702
"665";"Basilicata";"femmine";"25-29 anni";15957;15413
"666";"Basilicata";"femmine";"30-34 anni";15828;15443
"667";"Basilicata";"femmine";"35-39 anni";16453;16205
"668";"Basilicata";"femmine";"40-44 anni";19218;18415
"669";"Basilicata";"femmine";"45-49 anni";21134;20792
"670";"Basilicata";"femmine";"5-9 anni";10636;10356
"671";"Basilicata";"femmine";"50-54 anni";22838;22397
"672";"Basilicata";"femmine";"55-59 anni";21785;22275
"673";"Basilicata";"femmine";"60-64 anni";19613;19808
"674";"Basilicata";"femmine";"65-69 anni";17434;17649
"675";"Basilicata";"femmine";"70-74 anni";14928;15904
"676";"Basilicata";"femmine";"75-79 anni";12613;11851
"677";"Basilicata";"femmine";"80-84 anni";12704;12608
"678";"Basilicata";"femmine";"85-89 anni";8860;8992
"679";"Basilicata";"femmine";"90-94 anni";3953;4161
"680";"Basilicata";"femmine";"95-99 anni";1067;1069
"681";"Basilicata";"femmine";"fino a 4 anni";9568;9252
"682";"Basilicata";"femmine";"totale";283890;281104
"683";"Basilicata";"maschi";"10-14 anni";12767;12594
"684";"Basilicata";"maschi";"100 anni e più";21;20
"685";"Basilicata";"maschi";"15-19 anni";14635;14216
"686";"Basilicata";"maschi";"20-24 anni";15699;15438
"687";"Basilicata";"maschi";"25-29 anni";17288;16630
"688";"Basilicata";"maschi";"30-34 anni";17149;16743
"689";"Basilicata";"maschi";"35-39 anni";17057;16813
"690";"Basilicata";"maschi";"40-44 anni";19590;18792
"691";"Basilicata";"maschi";"45-49 anni";20795;20468
"692";"Basilicata";"maschi";"5-9 anni";11401;11022
"693";"Basilicata";"maschi";"50-54 anni";21984;21738
"694";"Basilicata";"maschi";"55-59 anni";20934;21412
"695";"Basilicata";"maschi";"60-64 anni";18528;18743
"696";"Basilicata";"maschi";"65-69 anni";16601;16617
"697";"Basilicata";"maschi";"70-74 anni";13211;14256
"698";"Basilicata";"maschi";"75-79 anni";10330;9794
"699";"Basilicata";"maschi";"80-84 anni";8960;9049
"700";"Basilicata";"maschi";"85-89 anni";5372;5458
"701";"Basilicata";"maschi";"90-94 anni";1948;2019
"702";"Basilicata";"maschi";"95-99 anni";424;449
"703";"Basilicata";"maschi";"fino a 4 anni";10003;9879
"704";"Basilicata";"maschi";"totale";274697;272150
"705";"Basilicata";"totale";"10-14 anni";24771;24239
"706";"Basilicata";"totale";"100 anni e più";122;125
"707";"Basilicata";"totale";"15-19 anni";27826;27278
"708";"Basilicata";"totale";"20-24 anni";29704;29140
"709";"Basilicata";"totale";"25-29 anni";33245;32043
"710";"Basilicata";"totale";"30-34 anni";32977;32186
"711";"Basilicata";"totale";"35-39 anni";33510;33018
"712";"Basilicata";"totale";"40-44 anni";38808;37207
"713";"Basilicata";"totale";"45-49 anni";41929;41260
"714";"Basilicata";"totale";"5-9 anni";22037;21378
"715";"Basilicata";"totale";"50-54 anni";44822;44135
"716";"Basilicata";"totale";"55-59 anni";42719;43687
"717";"Basilicata";"totale";"60-64 anni";38141;38551
"718";"Basilicata";"totale";"65-69 anni";34035;34266
"719";"Basilicata";"totale";"70-74 anni";28139;30160
"720";"Basilicata";"totale";"75-79 anni";22943;21645
"721";"Basilicata";"totale";"80-84 anni";21664;21657
"722";"Basilicata";"totale";"85-89 anni";14232;14450
"723";"Basilicata";"totale";"90-94 anni";5901;6180
"724";"Basilicata";"totale";"95-99 anni";1491;1518
"725";"Basilicata";"totale";"fino a 4 anni";19571;19131
"726";"Basilicata";"totale";"totale";558587;553254
"727";"Belluno";"femmine";"10-14 anni";4193;4166
"728";"Belluno";"femmine";"100 anni e più";54;47
"729";"Belluno";"femmine";"15-19 anni";4453;4442
"730";"Belluno";"femmine";"20-24 anni";4451;4441
"731";"Belluno";"femmine";"25-29 anni";4642;4606
"732";"Belluno";"femmine";"30-34 anni";4711;4648
"733";"Belluno";"femmine";"35-39 anni";5176;5128
"734";"Belluno";"femmine";"40-44 anni";6796;6343
"735";"Belluno";"femmine";"45-49 anni";8287;8135
"736";"Belluno";"femmine";"5-9 anni";3877;3784
"737";"Belluno";"femmine";"50-54 anni";8662;8585
"738";"Belluno";"femmine";"55-59 anni";7978;8194
"739";"Belluno";"femmine";"60-64 anni";7226;7326
"740";"Belluno";"femmine";"65-69 anni";7005;7057
"741";"Belluno";"femmine";"70-74 anni";6672;6776
"742";"Belluno";"femmine";"75-79 anni";5932;5817
"743";"Belluno";"femmine";"80-84 anni";4723;4912
"744";"Belluno";"femmine";"85-89 anni";3479;3446
"745";"Belluno";"femmine";"90-94 anni";1836;1841
"746";"Belluno";"femmine";"95-99 anni";582;603
"747";"Belluno";"femmine";"fino a 4 anni";3250;3141
"748";"Belluno";"femmine";"totale";103985;103438
"749";"Belluno";"maschi";"10-14 anni";4539;4499
"750";"Belluno";"maschi";"100 anni e più";3;7
"751";"Belluno";"maschi";"15-19 anni";4729;4720
"752";"Belluno";"maschi";"20-24 anni";4945;4890
"753";"Belluno";"maschi";"25-29 anni";5030;4994
"754";"Belluno";"maschi";"30-34 anni";4835;4880
"755";"Belluno";"maschi";"35-39 anni";5458;5261
"756";"Belluno";"maschi";"40-44 anni";6725;6339
"757";"Belluno";"maschi";"45-49 anni";8058;7915
"758";"Belluno";"maschi";"5-9 anni";4125;3995
"759";"Belluno";"maschi";"50-54 anni";8420;8369
"760";"Belluno";"maschi";"55-59 anni";7878;8001
"761";"Belluno";"maschi";"60-64 anni";6872;7029
"762";"Belluno";"maschi";"65-69 anni";6606;6565
"763";"Belluno";"maschi";"70-74 anni";6071;6277
"764";"Belluno";"maschi";"75-79 anni";4949;4817
"765";"Belluno";"maschi";"80-84 anni";3181;3434
"766";"Belluno";"maschi";"85-89 anni";1727;1795
"767";"Belluno";"maschi";"90-94 anni";579;618
"768";"Belluno";"maschi";"95-99 anni";131;118
"769";"Belluno";"maschi";"fino a 4 anni";3423;3348
"770";"Belluno";"maschi";"totale";98284;97871
"771";"Belluno";"totale";"10-14 anni";8732;8665
"772";"Belluno";"totale";"100 anni e più";57;54
"773";"Belluno";"totale";"15-19 anni";9182;9162
"774";"Belluno";"totale";"20-24 anni";9396;9331
"775";"Belluno";"totale";"25-29 anni";9672;9600
"776";"Belluno";"totale";"30-34 anni";9546;9528
"777";"Belluno";"totale";"35-39 anni";10634;10389
"778";"Belluno";"totale";"40-44 anni";13521;12682
"779";"Belluno";"totale";"45-49 anni";16345;16050
"780";"Belluno";"totale";"5-9 anni";8002;7779
"781";"Belluno";"totale";"50-54 anni";17082;16954
"782";"Belluno";"totale";"55-59 anni";15856;16195
"783";"Belluno";"totale";"60-64 anni";14098;14355
"784";"Belluno";"totale";"65-69 anni";13611;13622
"785";"Belluno";"totale";"70-74 anni";12743;13053
"786";"Belluno";"totale";"75-79 anni";10881;10634
"787";"Belluno";"totale";"80-84 anni";7904;8346
"788";"Belluno";"totale";"85-89 anni";5206;5241
"789";"Belluno";"totale";"90-94 anni";2415;2459
"790";"Belluno";"totale";"95-99 anni";713;721
"791";"Belluno";"totale";"fino a 4 anni";6673;6489
"792";"Belluno";"totale";"totale";202269;201309
"793";"Benevento";"femmine";"10-14 anni";5965;5916
"794";"Benevento";"femmine";"100 anni e più";46;56
"795";"Benevento";"femmine";"15-19 anni";6659;6507
"796";"Benevento";"femmine";"20-24 anni";7420;7182
"797";"Benevento";"femmine";"25-29 anni";8161;7928
"798";"Benevento";"femmine";"30-34 anni";7965;7791
"799";"Benevento";"femmine";"35-39 anni";8146;7998
"800";"Benevento";"femmine";"40-44 anni";9351;9001
"801";"Benevento";"femmine";"45-49 anni";10418;10180
"802";"Benevento";"femmine";"5-9 anni";5378;5188
"803";"Benevento";"femmine";"50-54 anni";11420;11195
"804";"Benevento";"femmine";"55-59 anni";10484;10824
"805";"Benevento";"femmine";"60-64 anni";8898;9111
"806";"Benevento";"femmine";"65-69 anni";8089;8110
"807";"Benevento";"femmine";"70-74 anni";7312;7685
"808";"Benevento";"femmine";"75-79 anni";6372;6045
"809";"Benevento";"femmine";"80-84 anni";5932;6036
"810";"Benevento";"femmine";"85-89 anni";4445;4452
"811";"Benevento";"femmine";"90-94 anni";2263;2205
"812";"Benevento";"femmine";"95-99 anni";601;620
"813";"Benevento";"femmine";"fino a 4 anni";4918;4881
"814";"Benevento";"femmine";"totale";140243;138911
"815";"Benevento";"maschi";"10-14 anni";6382;6221
"816";"Benevento";"maschi";"100 anni e più";19;17
"817";"Benevento";"maschi";"15-19 anni";7170;7042
"818";"Benevento";"maschi";"20-24 anni";8547;8028
"819";"Benevento";"maschi";"25-29 anni";9009;8674
"820";"Benevento";"maschi";"30-34 anni";8576;8357
"821";"Benevento";"maschi";"35-39 anni";8369;8269
"822";"Benevento";"maschi";"40-44 anni";9135;8855
"823";"Benevento";"maschi";"45-49 anni";10019;9780
"824";"Benevento";"maschi";"5-9 anni";5773;5600
"825";"Benevento";"maschi";"50-54 anni";10867;10637
"826";"Benevento";"maschi";"55-59 anni";10249;10506
"827";"Benevento";"maschi";"60-64 anni";8567;8771
"828";"Benevento";"maschi";"65-69 anni";7715;7694
"829";"Benevento";"maschi";"70-74 anni";6637;7046
"830";"Benevento";"maschi";"75-79 anni";5146;4942
"831";"Benevento";"maschi";"80-84 anni";4269;4304
"832";"Benevento";"maschi";"85-89 anni";2488;2523
"833";"Benevento";"maschi";"90-94 anni";918;963
"834";"Benevento";"maschi";"95-99 anni";169;173
"835";"Benevento";"maschi";"fino a 4 anni";5117;5005
"836";"Benevento";"maschi";"totale";135141;133407
"837";"Benevento";"totale";"10-14 anni";12347;12137
"838";"Benevento";"totale";"100 anni e più";65;73
"839";"Benevento";"totale";"15-19 anni";13829;13549
"840";"Benevento";"totale";"20-24 anni";15967;15210
"841";"Benevento";"totale";"25-29 anni";17170;16602
"842";"Benevento";"totale";"30-34 anni";16541;16148
"843";"Benevento";"totale";"35-39 anni";16515;16267
"844";"Benevento";"totale";"40-44 anni";18486;17856
"845";"Benevento";"totale";"45-49 anni";20437;19960
"846";"Benevento";"totale";"5-9 anni";11151;10788
"847";"Benevento";"totale";"50-54 anni";22287;21832
"848";"Benevento";"totale";"55-59 anni";20733;21330
"849";"Benevento";"totale";"60-64 anni";17465;17882
"850";"Benevento";"totale";"65-69 anni";15804;15804
"851";"Benevento";"totale";"70-74 anni";13949;14731
"852";"Benevento";"totale";"75-79 anni";11518;10987
"853";"Benevento";"totale";"80-84 anni";10201;10340
"854";"Benevento";"totale";"85-89 anni";6933;6975
"855";"Benevento";"totale";"90-94 anni";3181;3168
"856";"Benevento";"totale";"95-99 anni";770;793
"857";"Benevento";"totale";"fino a 4 anni";10035;9886
"858";"Benevento";"totale";"totale";275384;272318
"859";"Bergamo";"femmine";"10-14 anni";28033;28205
"860";"Bergamo";"femmine";"100 anni e più";160;176
"861";"Bergamo";"femmine";"15-19 anni";27492;27664
"862";"Bergamo";"femmine";"20-24 anni";26630;27079
"863";"Bergamo";"femmine";"25-29 anni";27654;27577
"864";"Bergamo";"femmine";"30-34 anni";30096;29690
"865";"Bergamo";"femmine";"35-39 anni";33915;33162
"866";"Bergamo";"femmine";"40-44 anni";40700;39216
"867";"Bergamo";"femmine";"45-49 anni";43728;43554
"868";"Bergamo";"femmine";"5-9 anni";26914;26023
"869";"Bergamo";"femmine";"50-54 anni";45626;45196
"870";"Bergamo";"femmine";"55-59 anni";40152;41788
"871";"Bergamo";"femmine";"60-64 anni";34318;35274
"872";"Bergamo";"femmine";"65-69 anni";32116;31968
"873";"Bergamo";"femmine";"70-74 anni";28844;30036
"874";"Bergamo";"femmine";"75-79 anni";25679;25307
"875";"Bergamo";"femmine";"80-84 anni";20658;21382
"876";"Bergamo";"femmine";"85-89 anni";14028;14279
"877";"Bergamo";"femmine";"90-94 anni";6711;6880
"878";"Bergamo";"femmine";"95-99 anni";1711;1917
"879";"Bergamo";"femmine";"fino a 4 anni";22564;21900
